unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc6,facloc7,facloc8,facloc9,facloc10,facloc12,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"251251","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","1","1","","","1","","","1","","",""
"251260","2","1","","","1","","","1","","","","","1","","","1","1","2","","","1","","","","","","","","","1","","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"251312","2","1","","","","","","1","","","","","1","","","","","2","","","1","","1","1","","","","","","1","","","","","1","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"260141","3","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","","",""
"260150","1","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","","","","","","","","","","","","","1","","","","","","","1","1","","","","","","","","","1","","",""
"260169","1","1","","","1","","","1","","","","","1","","","","","2","","","","","","","","","","","","","","","2","","","","","","","1","","","","","","","1","","","","","","","1","","","1","","",""
"260178","1","1","","","1","","","1","","","","","1","","","","","2","","","","","","","","","","1","1","","1","","","","1","","","","","","","1","","","","","","1","1","","1","","","","","","1","","",""
"260187","6","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","1","","","","","","1","1","","","","","","1","1","","","","","","","1","","","","","","","","","","",""
"260196","1","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","","","1","","2","1","","","","","","","","","","","","","","","1","1","","","","","","","1","","",""
"260211","1","1","","","1","","","1","","","","","1","","","","","2","","","","","","","","","","","","","","","4","","1","","","","","","","1","","","","","","","1","","1","","","","","","2","172121","",""
"260239","1","1","","","1","","","1","","","1","","1","","","","","1","1","","1","1","1","1","1","","","1","","1","","","","","1","1","","","1","","","1","","","","","","1","1","1","1","1","1","1","","","3","","",""
"260275","6","1","","","","","","1","","1","","","","","","","","2","","","1","","","","","","1","1","1","1","","","","","1","","","","","1","","","","","","","","1","1","1","1","","","","1","","1","","",""
"260284","6","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"260293","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","1","","","1","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"260309","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","","","",""
"260318","3","1","","","","","","1","","","","","","","","","","2","","","","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"260327","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"260354","5","1","","","","","","1","","","","","1","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"260372","1","1","","","","","","1","","","","","1","","","","","2","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","1","1","","","","","","","","1","","",""
"260406","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"260415","3","1","","","","","","1","1","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","1","1","","1","","1","","1","","",""
"260424","5","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","",""
"260433","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","",""
"260451","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","3","","",""
"260460","5","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"260479","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","1","1","1","1","","1","","","","1","","",""
"260488","5","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"260503","5","1","1","","","","","1","","","","1","","","","","","2","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","1","","","","","","1","","","3","","",""
"260530","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"260558","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","1","","","","","","3","","",""
"260567","1","1","","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","",""
"260585","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"260628","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","3","","",""
"260655","1","1","","","","","","1","","","","1","1","","","","1","2","","","1","1","","","","","","","","1","1","","","","","","","","","1","","1","","","","1","","","1","1","1","1","1","1","","","1","","",""
"260664","6","1","1","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"260682","6","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"260691","5","1","1","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"260707","5","1","","","","","","1","","","","1","","","","","","2","","","","","","","","","","","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"260716","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"260725","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"260761","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"260789","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","","","",""
"260798","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","","1","","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"260804","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","1","","","1","","","1","","",""
"260813","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
